"deal_id","co_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"93067-57T","185141-35",Wealth Management Consultants (California),"Santa Rosa, CA",SantaRosa,CA,"'{""Industrials""}'",2002-01-01,2002.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""185149-00""}'","'{""Zenith Capital (Santa Rosa)""}'","'{""185149-00-None""}'",'{}','{}','{}'
"93065-68T","185141-35",Wealth Management Consultants (California),"Santa Rosa, CA",SantaRosa,CA,"'{""Industrials""}'",2010-10-04,2010.0,2,,,Merger/Acquisition,,,,100.0,1,"'{""64582-93""}'","'{""Buckingham Asset Management""}'","'{""64582-93-Adam Birenbaum""}'","'{""Adam Birenbaum""}'",'{}','{}'
"47143-99T","110266-30",Wealth Management Consultants (NJ),"Morristown, NJ",Morristown,NJ,"'{""Industrials""}'",2015-05-01,2015.0,1,,,Merger/Acquisition,,2.8,2.8,100.0,1,"'{""41108-86""}'","'{""Peapack Gladstone Bank (NAS: PGC)""}'","'{""41108-86-Douglas Kennedy""}'","'{""Douglas Kennedy""}'",'{}','{}'
"168255-73T","462462-67","Wealth Management Group, LLC","Rice Lake, WI",RiceLake,WI,'{}',,,1,,,Buyout/LBO,,,,100.0,3,"'{""10738-72"",""10066-15"",""10479-61""}'","'{""Focus Financial Partners (NAS: FOCS)"",""Kohlberg Kravis Roberts (NYS: KKR)"",""Stone Point Capital""}'","'{""10738-72-None"",""10066-15-Henry Kravis"",""10479-61-Charles Davis""}'","'{,""Henry Kravis"",""Charles Davis""}'","'{""15035-59F"",""13523-05F""}'","'{""KKR Americas Fund XII"",""New Point V""}'"
"53381-80T","55032-85",Wealth Management Systems,"New York, NY",NewYork,NY,"'{""SaaS"",""TMT""}'",2015-08-23,2015.0,3,,,Merger/Acquisition,,64.0,64.0,100.0,1,"'{""10501-03""}'","'{""DST Systems""}'","'{""10501-03-Jude Metcalfe""}'","'{""Jude Metcalfe""}'",'{}','{}'
"126968-32T","97551-64",Wealth-X,"New York, NY",NewYork,NY,"'{""FinTech"",""TMT""}'",2019-11-25,2019.0,2,,,Merger/Acquisition,,21.4,21.4,100.0,1,"'{""10545-40""}'","'{""Euromoney Institutional Investor (LON: ERM)""}'","'{""10545-40-None""}'",'{}','{}','{}'
"29678-23T","60289-39",Wealthcare Capital Management,"Richmond, VA",Richmond,VA,"'{""FinTech"",""TMT""}'",2013-12-31,2013.0,5,,,Buyout/LBO,,,,100.0,1,"'{""11252-89""}'","'{""NewSpring Capital""}'","'{""11252-89-Skip Maner""}'","'{""Skip Maner""}'","'{""12963-88F""}'","'{""NewSpring Mezzanine Capital II""}'"
"136795-60T","435303-55",WealthEngage,"Miami, FL",Miami,FL,'{}',2020-05-19,2020.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""434434-24""}'","'{""Concurrent Advisors""}'","'{""434434-24-Kevin McFarland""}'","'{""Kevin McFarland""}'",'{}','{}'
"160826-86T","43012-81",WealthEngine,"Bethesda, MD",Bethesda,MD,"'{""Big Data"",""SaaS"",""TMT""}'",2020-12-07,2020.0,8,,,Merger/Acquisition,,14.5,14.5,100.0,1,"'{""10545-40""}'","'{""Euromoney Institutional Investor (LON: ERM)""}'","'{""10545-40-None""}'",'{}','{}','{}'
"128142-01T","321774-67",wealthFlex,"Bellevue, WA",Bellevue,WA,'{}',2019-11-01,2019.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""118373-77""}'","'{""YieldStreet""}'","'{""118373-77-Milind Mehere""}'","'{""Milind Mehere""}'",'{}','{}'
"82484-74T","104478-40",Wealthminder,"McLean, VA",McLean,VA,"'{""SaaS"",""TMT""}'",2017-02-15,2017.0,2,,,Merger/Acquisition,,,,100.0,1,"'{""100597-69""}'","'{""AdvisorEngine""}'","'{""100597-69-Richard Cancro""}'","'{""Richard Cancro""}'",'{}','{}'
"153295-84T","349503-13",Northwest Custom Interiors,"Seattle, WA",Seattle,WA,'{}',2020-04-15,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"92364-04T","184446-73",WealthSense,"Chicago, IL",Chicago,IL,"'{""FinTech"",""TMT""}'",2002-12-18,2002.0,3,,,Merger/Acquisition,,,,100.0,1,"'{""50856-94""}'","'{""NewRiver""}'","'{""50856-94-None""}'",'{}','{}','{}'
"167883-94T","462327-49",Wealthsimple (US Investment Advisory Book of Business),"Brooklyn, NY",Brooklyn,NY,'{}',2021-03-04,2021.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""51346-81""}'","'{""Betterment""}'","'{""51346-81-Sarah Levy""}'","'{""Sarah Levy""}'",'{}','{}'
"170818-39T","465257-71",Wealthstone Advisors,"Columbus, OH",Columbus,OH,'{}',2021-04-20,2021.0,1,,,Buyout/LBO,,,,100.0,2,"'{""152236-18"",""162245-98""}'","'{""Kudu Investment Management"",""Sequoia Financial Group (Ohio)""}'","'{""152236-18-Rob Jakacki"",""162245-98-Thomas Haught""}'","'{""Rob Jakacki"",""Thomas Haught""}'",'{}','{}'
"169771-69T","463099-87",Wealthstreet Investment Advisors,"Dallas, TX",Dallas,TX,'{}',2021-04-01,2021.0,1,,,Buyout/LBO,,,,100.0,2,"'{""10023-13"",""97788-25""}'","'{""ABRY Partners"",""Beacon Pointe Advisors""}'","'{""10023-13-Azra Kanji"",""97788-25-Matthew Cooper""}'","'{""Azra Kanji"",""Matthew Cooper""}'","'{""16414-84F"",""16613-02F""}'","'{""ABRY Advanced Securities Fund IV"",""BP Real Estate Opportunities Fund""}'"
"167756-77T","231123-16",WealthTech,"New York, NY",NewYork,NY,"'{""Artificial Intelligence & Machine Learning"",""Big Data"",""FinTech""}'",2021-03-03,2021.0,2,,,Merger/Acquisition,,,,100.0,1,"'{""102128-05""}'","'{""MoneyLion (NYS: ML)""}'","'{""102128-05-Diwakar Choubey""}'","'{""Diwakar Choubey""}'",'{}','{}'
"39767-59T","52022-08",WealthTouch,"Denver, CO",Denver,CO,"'{""FinTech"",""TMT""}'",2014-11-21,2014.0,4,,,Merger/Acquisition,,,,100.0,1,"'{""10109-71""}'","'{""SEI Archway""}'","'{""10109-71-None""}'",'{}','{}','{}'
"57820-06T","10871-47",WealthTrust (acquired),"Houston, TX",Houston,TX,"'{""FinTech"",""TMT""}'",2015-09-15,2015.0,3,,,Buyout/LBO,,,,100.0,1,"'{""10469-35""}'","'{""Lee Equity Partners""}'","'{""10469-35-None""}'",'{}',"'{""11490-67F""}'","'{""Lee Equity Partners I""}'"
"57820-96T","10871-47",WealthTrust (acquired),"Houston, TX",Houston,TX,"'{""FinTech"",""TMT""}'",,,1,,,Buyout/LBO,,,,100.0,2,"'{""10165-15"",""10408-69""}'","'{""Morgan Keegan"",""Regions Financial (NYS: RF)""}'","'{""10165-15-None"",""10408-69-None""}'","'{,}'",'{}','{}'
"86323-51T","10871-47",WealthTrust (acquired),"Houston, TX",Houston,TX,"'{""FinTech"",""TMT""}'",2017-04-17,2017.0,4,,,Buyout/LBO,,70.0,70.0,100.0,3,"'{""11354-86"",""26174-17"",""26321-68""}'","'{""Hall Capital Partners (San Francisco)"",""Hightower Advisors"",""Red Eagle Ventures""}'","'{""11354-86-None"",""26174-17-Elliot Weissbluth"",""26321-68-David Pottruck""}'","'{,""Elliot Weissbluth"",""David Pottruck""}'","'{""14953-33F""}'","'{""HCP Private Equity Fund VII""}'"
"10471-87T","10871-47",WealthTrust (acquired),"Houston, TX",Houston,TX,"'{""FinTech"",""TMT""}'",2006-11-13,2006.0,2,,,Buyout/LBO,,75.0,75.0,100.0,2,"'{""10029-61"",""10619-47""}'","'{""Circle Peak Capital"",""Onex Falcon""}'","'{""10029-61-None"",""10619-47-William Kennedy""}'","'{,""William Kennedy""}'","'{""10963-45F""}'","'{""Falcon Mezzanine Partners II""}'"
"10472-59T","10881-82",WealthTrust Advisors,"Scottsdale, AZ",Scottsdale,AZ,'{}',2007-11-14,2007.0,1,,,Buyout/LBO,,,,100.0,3,"'{""10029-61"",""10619-47"",""10871-47""}'","'{""Circle Peak Capital"",""Onex Falcon"",""WealthTrust (acquired)""}'","'{""10029-61-None"",""10619-47-William Kennedy"",""10871-47-Rush Benton""}'","'{,""William Kennedy"",""Rush Benton""}'","'{""10963-45F""}'","'{""Falcon Mezzanine Partners II""}'"
"63781-57T","122034-43",WealthTrust-Charlotte,"Charlotte, NC",Charlotte,NC,'{}',2009-07-07,2009.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""149606-92""}'","'{""Kingfisher Capital""}'","'{""149606-92-Alex Miles""}'","'{""Alex Miles""}'",'{}','{}'
"94524-85T","186546-25",WealthWise Partners,"Atlanta, GA",Atlanta,GA,'{}',2017-09-14,2017.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""11676-43""}'","'{""Simplicity Group Holdings""}'","'{""11676-43-None""}'",'{}','{}','{}'
"97541-38T","131486-86",Wear Magic,"Cincinnati, OH",Cincinnati,OH,"'{""Industrials""}'",2017-02-01,2017.0,1,,,Merger/Acquisition,,,,100.0,,'{}','{}','{}','{}','{}','{}'
"20059-12T","53533-90",Wear PACT,"Boulder, CO",Boulder,CO,"'{""Manufacturing""}'",2011-12-21,2011.0,3,,,Buyout/LBO,,,,100.0,1,"'{""43099-93""}'","'{""Revelry Brands""}'","'{""43099-93-Brendan Synnott""}'","'{""Brendan Synnott""}'",'{}','{}'
"118561-78T","132220-99",Wearaway,"New York, NY",NewYork,NY,"'{""E-Commerce"",""TMT""}'",2019-01-14,2019.0,4,,,Merger/Acquisition,,,,100.0,1,"'{""101785-96""}'","'{""Grin""}'","'{""101785-96-Brandon Brown""}'","'{""Brandon Brown""}'",'{}','{}'
"118527-49T","267181-57",Wearbest Sil-Tex Mills,"Garfield, NJ",Garfield,NJ,"'{""Manufacturing""}'",2019-02-07,2019.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""267181-48""}'","'{""Swavelle Mill Creek Fabrics""}'","'{""267181-48-Jeff Thomases""}'","'{""Jeff Thomases""}'",'{}','{}'
"24901-03T","56291-32",Weardrobe,"Bridgewater, NJ",Bridgewater,NJ,"'{""TMT""}'",2009-11-18,2009.0,2,,,Merger/Acquisition,,,,100.0,1,"'{""50851-63""}'","'{""Like.com""}'","'{""50851-63-None""}'",'{}','{}','{}'
"158373-01T","439630-66",Northwest Dance and Acro,"Marysville, WA",Marysville,WA,'{}',2017-11-08,2017.0,1,,,Debt - General,,,0.6,,,'{}','{}','{}','{}','{}','{}'
"29468-26T","60175-18",WearSox,"Houston, TX",Houston,TX,"'{""Industrials"",""Manufacturing"",""Oil & Gas""}'",2013-11-04,2013.0,1,,,Buyout/LBO,,,,100.0,2,"'{""11149-39"",""57551-05""}'","'{""Amberjack Capital Partners"",""Antelope Oil Tool & Manufacturing""}'","'{""11149-39-Charles Cherington"",""57551-05-George Ribble""}'","'{""Charles Cherington"",""George Ribble""}'","'{""13383-46F""}'","'{""Intervale Capital Fund II""}'"
"40526-65T","65064-34",Weartech International,"Anaheim, CA",Anaheim,CA,"'{""Manufacturing""}'",2012-03-06,2012.0,1,,,Merger/Acquisition,,30.0,30.0,100.0,1,"'{""41105-17""}'","'{""The Lincoln Electric Company (NAS: LECO)""}'","'{""41105-17-None""}'",'{}','{}','{}'
"116722-90T","13119-13",Wearwell,"Smyrna, TN",Smyrna,TN,"'{""Manufacturing"",""Oil & Gas""}'",,,4,,,Merger/Acquisition,,,,100.0,,'{}','{}','{}','{}','{}','{}'
"11609-20T","13119-13",Wearwell,"Smyrna, TN",Smyrna,TN,"'{""Manufacturing"",""Oil & Gas""}'",1997-07-01,1997.0,1,,,Buyout/LBO,,,,100.0,1,"'{""10157-41""}'","'{""Gen Cap America""}'","'{""10157-41-Barney Byrd""}'","'{""Barney Byrd""}'",'{}','{}'
"10223-38T","10319-05",Weasler Engineering,"West Bend, WI",WestBend,WI,"'{""Manufacturing""}'",2003-02-04,2003.0,2,,,Buyout/LBO,,,,100.0,1,"'{""10194-85""}'","'{""Industrial Growth Partners""}'","'{""10194-85-None""}'",'{}',"'{""10967-23F""}'","'{""Industrial Growth Partners II""}'"
"10223-47T","10319-05",Weasler Engineering,"West Bend, WI",WestBend,WI,"'{""Manufacturing""}'",2005-10-17,2005.0,3,,,Buyout/LBO,,,,100.0,1,"'{""10022-86""}'","'{""American Securities""}'","'{""10022-86-None""}'",'{}',"'{""10995-13F""}'","'{""American Securities Partners IV""}'"
"18488-53T","10319-05",Weasler Engineering,"West Bend, WI",WestBend,WI,"'{""Manufacturing""}'",2011-06-02,2011.0,4,,,Merger/Acquisition,,153.2,153.2,100.0,1,"'{""11908-72""}'","'{""Enerpac Tool Group (NYS: EPAC)""}'","'{""11908-72-None""}'",'{}','{}','{}'
"120703-69T","10319-05",Weasler Engineering,"West Bend, WI",WestBend,WI,"'{""Manufacturing""}'",2019-10-31,2019.0,5,,,Buyout/LBO,,,,100.0,2,"'{""268762-06"",""51271-66""}'","'{""CentroMotion"",""One Rock Capital Partners""}'","'{""268762-06-None"",""51271-66-Tony Lee""}'","'{,""Tony Lee""}'","'{""15799-78F""}'","'{""One Rock Capital Partners II""}'"
"10223-29T","10319-05",Weasler Engineering,"West Bend, WI",WestBend,WI,"'{""Manufacturing""}'",1995-01-01,1995.0,1,,,Buyout/LBO,,,,100.0,2,"'{""10093-60"",""11273-77""}'","'{""CHS Capital"",""PNC Mezzanine Capital""}'","'{""10093-60-None"",""11273-77-None""}'","'{,}'","'{""10931-59F""}'","'{""CHS Fund II""}'"
"86272-93T","129268-09",Weather Bonk,US,Unknown,US,"'{""TMT""}'",2007-09-11,2007.0,1,,,Merger/Acquisition,,,,100.0,1,"'{""179706-88""}'","'{""The Weather Channel Interactive""}'","'{""179706-88-Steve Hassett""}'","'{""Steve Hassett""}'",'{}','{}'
"149291-74T","261156-52",Northwest Castings,"Seattle, WA",Seattle,WA,'{}',2020-04-15,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"150194-08T","230917-15",Northwest Cedar Products,"Romeoville, IL",Romeoville,IL,"'{""Industrials""}'",2020-05-03,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"143134-21T","390254-14",Northwest Circuits,"San Diego, CA",SanDiego,CA,'{}',2020-05-03,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"80581-06T","10892-44",Northwest Coatings,"Oak Creek, WI",OakCreek,WI,"'{""Manufacturing""}'",2005-02-18,2005.0,2,,,PE Growth/Expansion,,,34.0,,,"'{""10027-45"",""10754-20""}'","'{""American Capital (ACAS)"",""GMB Capital Partners""}'","'{""10027-45-None"",""10754-20-None""}'","'{,}'",'{}','{}'
"145585-27T","140826-07",Northwest Commercial Carpet & Floor Cleaning,"Portland, OR",Portland,OR,"'{""Industrials""}'",2020-05-03,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"150549-67T","392035-78",Northwest Community Health,"Tomball, TX",Tomball,TX,'{}',2020-04-27,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"110496-88T","184266-55",Northwest Companies,"Indian Trail, NC",IndianTrail,NC,'{}',,,1,,,Debt - General,,,3.1,,,'{}','{}','{}','{}','{}','{}'
"143777-71T","368552-44",Northwest Concrete Cutting,"Sioux Falls, SD",SiouxFalls,SD,'{}',2020-04-03,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"161756-56T","438075-46",NorthWest Construction Control,"Sumner, WA",Sumner,WA,'{}',,,2,,,PE Growth/Expansion,,,,,,"'{""437602-33""}'","'{""Riviera Capital Partners""}'","'{""437602-33-None""}'",'{}','{}','{}'
"146211-13T","438075-46",NorthWest Construction Control,"Sumner, WA",Sumner,WA,'{}',,,1,,,Corporate,,,,,,"'{""438078-34""}'","'{""North Range LLC""}'","'{""438078-34-None""}'",'{}','{}','{}'
"150159-52T","230916-70",Northwest Copper Works,"Portland, OR",Portland,OR,"'{""Manufacturing""}'",2020-04-29,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"141933-70T","369533-80",Northwest Counseling and Guidance Clinic,"Siren, WI",Siren,WI,'{}',2020-04-09,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"54914-68T","121195-45",Northwest Credit Union Association,"SeaTac, WA",SeaTac,WA,'{}',2011-01-01,2011.0,1,,,Merger of Equals,,,,,,"'{""121196-80"",""114730-21""}'","'{""Credit Union Association of Oregon"",""Washington Credit Union League""}'","'{""121196-80-None"",""114730-21-John Annaloro""}'","'{,""John Annaloro""}'",'{}','{}'
"151081-84T","366177-61",Northwest Dermatology Group,"Southfield, MI",Southfield,MI,'{}',2020-04-28,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"143534-35T","230916-79",Northwest Designs Ink,"Bellevue, WA",Bellevue,WA,'{}',2020-04-29,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"141585-58T","223113-25",Northwest Die Casting,"Tualatin, OR",Tualatin,OR,"'{""Industrials""}'",2020-04-30,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"152864-47T","388137-97",Northwest Distribution and Storage,"Salem, OR",Salem,OR,'{}',2020-04-27,2020.0,1,,,Debt - PPP,,,0.85,,,'{}','{}','{}','{}','{}','{}'
"152376-58T","246437-02",Northwest Energy Systems Of Wa,"Bellingham, WA",Bellingham,WA,'{}',2020-04-09,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"144478-81T","302787-01","Northwest Enforcement, Inc. - Safe. Sound. Security","Portland, OR",Portland,OR,'{}',2020-04-28,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"143028-82T","345892-06",Northwest English Village,"Boise, ID",Boise,ID,'{}',2020-04-15,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"118972-18T","267461-02",Northwest ENT and Allergy Center,"Atlanta, GA",Atlanta,GA,'{}',2019-05-17,2019.0,1,,,PE Growth/Expansion,,,,,,"'{""41691-43""}'","'{""Shore Capital Partners""}'","'{""41691-43-None""}'",'{}','{}','{}'
"152250-04T","364852-90",Northwest Event Technology,"Woodinville, WA",Woodinville,WA,'{}',2020-04-27,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"151020-55T","356661-55",Northwest Excavating,"Northridge, CA",Northridge,CA,'{}',2020-04-11,2020.0,1,,,Debt - PPP,,,2.24,,,'{}','{}','{}','{}','{}','{}'
"162918-19T","456789-43",Northwest Eye Center,"Chadron, NE",Chadron,NE,'{}',2018-01-10,2018.0,1,,,Debt - General,,,0.41,,,'{}','{}','{}','{}','{}','{}'
"142220-17T","126795-34",Northwest Eye Surgeons,"Seattle, WA",Seattle,WA,'{}',2020-04-10,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"152956-99T","389405-53",Northwest Eyecare Professionals,"Columbus, OH",Columbus,OH,'{}',2020-04-07,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"146521-72T","392312-44",Northwest Financial Services,"Indianapolis, IN",Indianapolis,IN,'{}',2020-04-10,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"145049-59T","393765-22",Northwest Florida Surgery Center,"Panama City, FL",PanamaCity,FL,'{}',2020-04-13,2020.0,1,,,Debt - PPP,,,0.53,,,'{}','{}','{}','{}','{}','{}'
"142683-76T","225379-99",Northwest Fluid Solutions,"Redmond, WA",Redmond,WA,"'{""Industrials""}'",2020-04-10,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"144018-64T","141888-43",Northwest Flyers,"Schaumburg, IL",Schaumburg,IL,"'{""Industrials""}'",2020-04-08,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"143219-71T","230917-24",Northwest Forklift,"Renton, WA",Renton,WA,"'{""Industrials""}'",2020-04-28,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"142900-57T","142149-70",Northwest Fourslide,"Tualatin, OR",Tualatin,OR,"'{""Industrials""}'",2020-04-10,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"149320-90T","358935-04",Northwest Freight Handlers,"Spokane, WA",Spokane,WA,'{}',2020-05-03,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"153287-11T","349122-70",Northwest Freightway,"Yuba City, CA",YubaCity,CA,'{}',2020-04-29,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"149704-48T","385232-95",Northwest GA Medical Clinic,"Rome, GA",Rome,GA,'{}',2020-04-06,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"142070-05T","246476-44",Northwest Gastroenterology,"Bellingham, WA",Bellingham,WA,'{}',2020-04-28,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"141205-69T","130265-20",Northwest General Engineering,"Santa Rosa, CA",SantaRosa,CA,"'{""Industrials""}'",2020-04-08,2020.0,1,,,Debt - PPP,,,2.38,,,'{}','{}','{}','{}','{}','{}'
"151801-75T","362539-27",Northwest Georgia Oncology Centers,"Marietta, GA",Marietta,GA,'{}',2020-04-10,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"151742-26T","354773-44",Northwest Georgia Paving,"Calhoun, GA",Calhoun,GA,'{}',2020-04-28,2020.0,1,,,Debt - PPP,,,1.49,,,'{}','{}','{}','{}','{}','{}'
"144210-43T","368374-24",Northwest Geotechnical Consultants,"Wilsonville, OR",Wilsonville,OR,'{}',2020-04-12,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"148968-73T","232976-17",Northwest Glass,"Billings, MT",Billings,MT,'{}',2020-04-04,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"173452-69T","464476-33",Northwest Gold,"Riverton, WY",Riverton,WY,"'{""Oil & Gas""}'",2003-06-17,2003.0,1,,,IPO,,,,,,'{}','{}','{}','{}','{}','{}'
"159362-47T","453147-31",Northwest Gourmet Foods,"Renton, WA",Renton,WA,'{}',2013-01-14,2013.0,1,,,Debt - General,,,2.42,,,'{}','{}','{}','{}','{}','{}'
"141617-80T","230917-33",Northwest Graphic Supply Co.,"Minneapolis, MN",Minneapolis,MN,"'{""E-Commerce"",""Industrials"",""TMT""}'",2020-05-03,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"158862-88T","52302-16",Northwest Hardwoods,"Tacoma, WA",Tacoma,WA,"'{""Manufacturing""}'",2020-11-06,2020.0,3,,,Bankruptcy: Admin/Reorg,,,,,,'{}','{}','{}','{}','{}','{}'
"46945-00T","54961-93",Northwest Hayden Enterprises,"Tualatin, OR",Tualatin,OR,"'{""Industrials""}'",,,2,,,Bankruptcy: Liquidation,,,,,,'{}','{}','{}','{}','{}','{}'
"26072-20T","54961-93",Northwest Hayden Enterprises,"Tualatin, OR",Tualatin,OR,"'{""Industrials""}'",2007-05-15,2007.0,1,,,PE Growth/Expansion,,,1.18,,,"'{""10478-26""}'","'{""Aequitas Capital Management""}'","'{""10478-26-None""}'",'{}','{}','{}'
"82316-89T","146909-80",Northwest Health Systems,"Spokane, WA",Spokane,WA,'{}',2015-08-31,2015.0,1,,,Bankruptcy: Admin/Reorg,,,,,,'{}','{}','{}','{}','{}','{}'
"182609-38T","439656-67",Northwest Healthcare,"Vancouver, WA",Vancouver,WA,'{}',2020-04-09,2020.0,2,,,Debt - PPP,,,0.81,,,'{}','{}','{}','{}','{}','{}'
"159905-26T","439656-67",Northwest Healthcare,"Vancouver, WA",Vancouver,WA,'{}',2017-06-30,2017.0,1,,,Debt - General,,,0.21,,,'{}','{}','{}','{}','{}','{}'
"152961-58T","389666-17",Northwest Heights Title Agency,"Columbus, OH",Columbus,OH,'{}',2020-05-01,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"142861-51T","357344-56","Northwest Hills Chrysler, Jeep","Torrington, CT",Torrington,CT,'{}',2020-04-06,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"148449-52T","376188-40",Northwest Housing Alternatives,"Portland, OR",Portland,OR,'{}',2020-04-14,2020.0,1,,,Debt - PPP,,,0.57,,,'{}','{}','{}','{}','{}','{}'
"149900-50T","353096-38",Northwest Houston Neurology,"Tomball, TX",Tomball,TX,'{}',2020-04-14,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"152650-54T","397251-28",Northwest Immigrant Rights Project,"Seattle, WA",Seattle,WA,'{}',2020-04-29,2020.0,1,,,Debt - PPP,,,1.98,,,'{}','{}','{}','{}','{}','{}'
"132904-27T","122409-73",Northwest in Motion,"Seattle, WA",Seattle,WA,"'{""HealthTech"",""TMT""}'",2018-12-31,2018.0,2,,,Out of Business,,,,,,'{}','{}','{}','{}','{}','{}'
"56575-00T","122409-73",Northwest in Motion,"Seattle, WA",Seattle,WA,"'{""HealthTech"",""TMT""}'",2017-02-22,2017.0,1,,,Angel (individual),,,0.25,,,"'{""152327-53""}'","'{""Justin Huff""}'","'{""152327-53-Justin Huff""}'","'{""Justin Huff""}'",'{}','{}'
"155975-95T","438644-53",Northwest Indiana Concrete Cutting,"Schererville, IN",Schererville,IN,'{}',2018-08-31,2018.0,1,,,Debt - General,,,0.4,,,'{}','{}','{}','{}','{}','{}'
"143224-84T","230917-42",Northwest Industries Of Montana,"Billings, MT",Billings,MT,'{}',2020-04-11,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"137262-16T","230917-51",Northwest Information Systems,"Kirkland, WA",Kirkland,WA,"'{""FinTech"",""SaaS"",""TMT""}'",2019-12-10,2019.0,1,,,Out of Business,,,,,,'{}','{}','{}','{}','{}','{}'
"102841-75T","110701-90",Northwest Installation & Commissioning,"Spokane, WA",Spokane,WA,"'{""TMT""}'",2015-12-01,2015.0,2,,,Out of Business,,,,,,'{}','{}','{}','{}','{}','{}'
"47497-96T","110701-90",Northwest Installation & Commissioning,"Spokane, WA",Spokane,WA,"'{""TMT""}'",,,1,,,Accelerator/Incubator,,,,,,"'{""110680-57""}'","'{""McKinstry Innovation Center""}'","'{""110680-57-None""}'",'{}','{}','{}'
"142475-50T","386834-59",Northwest Instruments and Controls,"Timnath, CO",Timnath,CO,'{}',2020-04-15,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"152844-85T","383908-96",Northwest Iowa Surgeon,"Spencer, IA",Spencer,IA,'{}',2020-04-04,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"152945-65T","261147-07",Northwest Jet Boats,"Pasco, WA",Pasco,WA,'{}',2020-04-07,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"147476-17T","147325-33",Northwest Lift Truck Service Inc.,"Portland, OR",Portland,OR,"'{""Industrials""}'",2020-04-30,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
"151418-08T","246064-78",Northwest Linings & Geotextile,"Kent, WA",Kent,WA,'{}',2020-04-07,2020.0,1,,,Debt - PPP,,,,,,'{}','{}','{}','{}','{}','{}'
