"co_id","deal_id","co_name","co_hq","co_city","co_state","co_verticals","deal_date","deal_vintage","deal_number","deal_series","deal_vc_round","deal_type","deal_premoney","deal_postmoney","deal_size","deal_pct_acq","deal_investor_count","investor_id","investor_name","investor_gp_id","investor_gp","fund_id","fund_name"
"186527-53","99467-74T","ReValve Med","CA","Unknown","CA","{HealthTech,TMT}","2017-01-01",2017,3,,,"Grant",,,0.21,,,"{52158-25}","{""U.S. Department of Health and Human Services""}","{52158-25-None}","{NULL}","{}","{}"
"186527-53","99467-11T","ReValve Med","CA","Unknown","CA","{HealthTech,TMT}","2016-09-23",2016,1,,,"Accelerator/Incubator",,,,,,"{58417-48}","{""California Institute for Quantitative Biosciences""}","{58417-48-None}","{NULL}","{}","{}"
"459881-11","166422-97T","Bridges: Educational Services for Children with Autism","Albuquerque, NM","Albuquerque","NM","{}","2021-02-05",2021,1,,,"Buyout/LBO",,,,100,2,"{10013-32,264761-92}","{""Audax Group"",""Proud Moments ABA""}","{10013-32-None,""264761-92-Eli Rubin""}","{NULL,""Eli Rubin""}","{15202-90F}","{""Audax Private Equity Fund V""}"
"42806-53","16489-54T","Briggett Trucking","Ninnekah, OK","Ninnekah","OK","{}","2007-09-10",2007,1,,,"Buyout/LBO",,,,100,3,"{10265-86,42801-13,12480-76}","{""Energy Spectrum Capital"",""High Sierra Energy"",""The Energy & Minerals Group""}","{10265-86-None,42801-13-None,12480-76-None}","{NULL,NULL,NULL}","{11355-31F,12498-67F}","{""Energy Spectrum Partners IV"",""NGP Midstream and Resources""}"
"228263-95","105624-46T","Briggs","New York, NY","NewYork","NY","{}","2017-08-31",2017,1,,,"Buyout/LBO",,,,100,2,"{10049-50,57754-09}","{""CI Capital Partners"",PRA}","{""10049-50-Timothy Hall"",""57754-09-Tony Lorenz""}","{""Timothy Hall"",""Tony Lorenz""}","{15405-04F}","{""CI Capital Investors III""}"
"56123-56","109628-20T","Brightbox","Dallas, TX","Dallas","TX","{TMT}","2018-07-17",2018,6,,,"Merger/Acquisition",,,,100,1,"{231401-35}","{KwikBoost}","{231401-35-None}","{NULL}","{}","{}"
"40656-79","181270-99T","BrightDoor Systems","Raleigh, NC","Raleigh","NC","{TMT}","2021-10-06",2021,4,,,"Merger/Acquisition",,,,100,1,"{416572-21}","{""Cecilian Partners""}","{""416572-21-John Cecilian""}","{""John Cecilian""}","{}","{}"
"40656-79","85312-00T","BrightDoor Systems","Raleigh, NC","Raleigh","NC","{TMT}","2016-01-01",2016,3,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"232258-51","111053-80T","BrightStar Healthcare of N. Charlotte and Gastonia","Charlotte, NC","Charlotte","NC","{""Life Sciences"",Oncology}",,,2,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"232258-51","111053-62T","BrightStar Healthcare of N. Charlotte and Gastonia","Charlotte, NC","Charlotte","NC","{""Life Sciences"",Oncology}","2009-01-01",2009,1,,,"Merger/Acquisition",,,,100,,"{}","{}","{}","{}","{}","{}"
"251520-13","114854-59T","Brightstar New Development Services","Atlanta, GA","Atlanta","GA","{}","2018-12-20",2018,1,,,"Merger/Acquisition",,,,100,1,"{55780-93}","{""Compass (Real Estate Services) (NYS: COMP)""}","{55780-93-None}","{NULL}","{}","{}"
"82803-25","40396-87T","BrightStar Partners","Rolling Meadows, IL","RollingMeadows","IL","{""CloudTech & DevOps"",TMT}","2012-11-30",2012,1,,,"Merger/Acquisition",,,,100,1,"{14158-00}","{""Avnet (NAS: AVT)""}","{""14158-00-Jeff Bawol""}","{""Jeff Bawol""}","{}","{}"
"88135-57","52824-88T","BrightStor SAN Designer","Mountain View, CA","MountainView","CA","{TMT}","2002-03-31",2002,2,,,"Investor Buyout by Management",,1,1,100,,"{}","{}","{}","{}","{}","{}"
"88135-57","52824-97T","BrightStor SAN Designer","Mountain View, CA","MountainView","CA","{TMT}","2003-02-05",2003,3,,,"Merger/Acquisition",,,,100,1,"{11723-41}","{""CA Technologies""}","{11723-41-None}","{NULL}","{}","{}"
"88135-57","52823-26T","BrightStor SAN Designer","Mountain View, CA","MountainView","CA","{TMT}","1999-06-01",1999,1,,,"Merger/Acquisition",,,,100,1,"{41289-40}","{""Peerless Systems""}","{41289-40-None}","{NULL}","{}","{}"
"393803-92","154932-04T","Work World","Vacaville, CA","Vacaville","CA","{}","2020-04-05",2020,2,,,"Debt - PPP",,,0.99,,,"{}","{}","{}","{}","{}","{}"
"389497-51","149390-56T","Work Zone Contractors","Deptford, NJ","Deptford","NJ","{}","2020-04-28",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"83833-03","115549-21T","WorkBright","Boulder, CO","Boulder","CO","{""HR Tech"",SaaS}","2016-07-13",2016,3,,,"Early Stage VC",,,0.2,,,"{459247-51,129282-94,109907-83,122501-08,125754-67,264416-05}","{""Anthony Fogel"",""Michael Cohn"",""Nitin Agarwal"",""Raphael Leiteritz"",""Shreyas Doshi"",""Southern Sun Angel Capital""}","{""459247-51-Anthony Fogel"",""129282-94-Michael Cohn"",""109907-83-Nitin Agarwal"",""122501-08-Raphael Leiteritz"",""125754-67-Shreyas Doshi"",264416-05-None}","{""Anthony Fogel"",""Michael Cohn"",""Nitin Agarwal"",""Raphael Leiteritz"",""Shreyas Doshi"",NULL}","{}","{}"
"83833-03","88136-92T","WorkBright","Boulder, CO","Boulder","CO","{""HR Tech"",SaaS}","2014-01-01",2014,1,,,"Accelerator/Incubator",,,1.7,,,"{50933-44}","{Techstars}","{50933-44-None}","{NULL}","{}","{}"
"99941-41","51854-05T","WorkCompass","Saratoga, CA","Saratoga","CA","{""Artificial Intelligence & Machine Learning"",""HR Tech"",SaaS,TMT}","2013-01-01",2013,1,,,"Accelerator/Incubator",,,,,,"{112980-88}","{""Bank of Ireland Accelerator""}","{112980-88-None}","{NULL}","{}","{}"
"99941-41","51854-41T","WorkCompass","Saratoga, CA","Saratoga","CA","{""Artificial Intelligence & Machine Learning"",""HR Tech"",SaaS,TMT}","2013-05-20",2013,2,,,"Accelerator/Incubator",,,,,,"{94803-58}","{Selr8r}","{94803-58-None}","{NULL}","{}","{}"
"99941-41","165472-75T","WorkCompass","Saratoga, CA","Saratoga","CA","{""Artificial Intelligence & Machine Learning"",""HR Tech"",SaaS,TMT}","2020-12-17",2020,4,,,"Later Stage VC",,,,,,"{42282-46}","{""Enterprise Ireland""}","{42282-46-None}","{NULL}","{}","{}"
"99941-41","39875-23T","WorkCompass","Saratoga, CA","Saratoga","CA","{""Artificial Intelligence & Machine Learning"",""HR Tech"",SaaS,TMT}","2014-11-27",2014,3,,,"Early Stage VC",,,0.81,,,"{42282-46,51322-24}","{""Enterprise Ireland"",SOSV}","{42282-46-None,51322-24-None}","{NULL,NULL}","{}","{}"
"125700-22","59109-85T","WorkForceConnexion Recruiting Solutions","Peachtree City, GA","PeachtreeCity","GA","{""HR Tech"",Industrials,TMT}","2015-10-07",2015,1,,,"Angel (individual)",,,0.08,,,"{}","{}","{}","{}","{}","{}"
"377324-92","148460-68T","Chesapeake Testing and Balancing Engineers","Easton, MD","Easton","MD","{}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"120554-74","112556-71T","Chesapeake Therapeutics","Pikesville, MD","Pikesville","MD","{}","2016-11-01",2016,2,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"120554-74","53982-64T","Chesapeake Therapeutics","Pikesville, MD","Pikesville","MD","{}","2015-07-21",2015,1,,,"Angel (individual)",,,1.26,,,"{}","{}","{}","{}","{}","{}"
"41559-76","61734-34T","Cheviot Savings Bank","Cheviot, OH","Cheviot","OH","{}","2003-11-24",2003,1,,,"IPO",5.82,43.88,38.06,,,"{}","{}","{}","{}","{}","{}"
"58636-81","89707-87T","Chevron (Egyptian Retail Network)","San Ramon, CA","SanRamon","CA","{""Oil & Gas""}","2013-08-27",2013,2,,,"Secondary Transaction - Private",,,,,,"{13092-22}","{""Beltone Financial Holding (CAI: BTFH)""}","{13092-22-None}","{NULL}","{}","{}"
"10513-54","21573-91T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","1998-01-01",1998,1,,,"Seed Round",,,,,,"{11120-32,13341-88,11251-81,11277-46}","{""Acacia Venture Partners"",""Nassau Capital Advisors"",""New Enterprise Associates"",""Prospect Venture Partners""}","{11120-32-None,13341-88-None,11251-81-None,11277-46-None}","{NULL,NULL,NULL,NULL}","{}","{}"
"10513-54","49865-50T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2010-12-31",2010,6,,,"Debt - General",,,11.98,,,"{}","{}","{}","{}","{}","{}"
"10513-54","51138-01T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2007-03-31",2007,5,,,"Debt - General",,,2.52,,,"{}","{}","{}","{}","{}","{}"
"10513-54","70513-66T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2013-06-20",2013,8,,,"Dividend Recapitalization",,,150,,,"{}","{}","{}","{}","{}","{}"
"10513-54","70514-11T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2016-05-19",2016,9,,,"Dividend Recapitalization",,,1290,,,"{}","{}","{}","{}","{}","{}"
"10513-54","107528-05T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2018-06-08",2018,11,,,"Debt Refinancing",,,270,,,"{}","{}","{}","{}","{}","{}"
"10513-54","107530-39T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2016-09-30",2016,10,,,"Debt - General",,,0.9,,,"{}","{}","{}","{}","{}","{}"
"10513-54","122575-60T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2019-06-24",2019,12,,,"Debt - General",,,50,,,"{}","{}","{}","{}","{}","{}"
"10513-54","178731-19T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2020-03-19",2020,13,,,"Debt - General",,,2.97,,,"{}","{}","{}","{}","{}","{}"
"10513-54","181412-20T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2021-04-01",2021,14,,,"Secondary Transaction - Private",,,,,,"{}","{}","{}","{}","{}","{}"
"10513-54","183897-28T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2021-09-22",2021,15,,,"Dividend Recapitalization",,,8,,,"{}","{}","{}","{}","{}","{}"
"10513-54","17968-24T","CHG Healthcare","Midvale, UT","Midvale","UT","{Industrials}","2003-04-04",2003,2,,,"Early Stage VC",,,14.86,,,"{11120-32,11194-12,11251-81}","{""Acacia Venture Partners"",""Frazier Healthcare Partners"",""New Enterprise Associates""}","{11120-32-None,11194-12-None,11251-81-None}","{NULL,NULL,NULL}","{}","{}"
"470948-68","177497-02T","Chi Dog","Austin, TX","Austin","TX","{FoodTech}","2021-07-11",2021,1,,,"Accelerator/Incubator",,,,,,"{168933-16}","{Astralabs}","{168933-16-None}","{NULL}","{}","{}"
"469368-64","175729-51T","Jibchain","West Newbury, MA","WestNewbury","MA","{""Supply Chain Tech""}","2021-01-01",2021,1,,,"Early Stage VC",,,,,,"{438353-47}","{""SNL Partners""}","{""438353-47-Sunny Ahn""}","{""Sunny Ahn""}","{}","{}"
"55759-33","113999-41T","Jibe Mobile","Mountain View, CA","MountainView","CA","{Mobile,SaaS,TMT}","2015-01-01",2015,3,,,"Later Stage VC",,,,,,"{51077-08}","{""Montage Capital""}","{51077-08-None}","{NULL}","{}","{}"
"55759-33","26826-22T","Jibe Mobile","Mountain View, CA","MountainView","CA","{Mobile,SaaS,TMT}","2007-12-01",2007,1,,,"Seed Round",,,0.8,,,"{}","{}","{}","{}","{}","{}"
"88968-52","59140-63T","Jiberish","Denver, CO","Denver","CO","{}","2011-08-25",2011,1,,,"Angel (individual)",,,0.36,,,"{}","{}","{}","{}","{}","{}"
"368161-93","143234-20T","Jim Newsom Trucking","Glen Allan, MS","GlenAllan","MS","{}","2020-04-13",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"258247-45","147857-41T","Jim Reif Builders","Manitowoc, WI","Manitowoc","WI","{}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"258425-47","150690-25T","Jimmie Hale Mission","Birmingham, AL","Birmingham","AL","{}","2020-04-16",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"258018-67","149504-59T","Jimmy P's Butcher Shop","Naples, FL","Naples","FL","{}","2020-04-11",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"344838-88","141975-73T","Jimmy Perkins","Buford, GA","Buford","GA","{}","2020-04-14",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"151390-18","78038-83T","Sandhills Regional Medical Center","Hamlet, NC","Hamlet","NC","{}","2016-12-01",2016,3,,,"Merger/Acquisition",,,,100,1,"{167929-48}","{""FirstHealth of the Carolinas""}","{""167929-48-David Kilarski""}","{""David Kilarski""}","{}","{}"
"222796-27","98255-35T","Sandler & Travis Trade Advisory Services","Washington, DC","Washington","DC","{Industrials}","2017-11-30",2017,1,,,"Merger/Acquisition",,,,100,1,"{11613-97}","{""United Parcel Service (NYS: UPS)""}","{""11613-97-James Barber""}","{""James Barber""}","{}","{}"
"121985-65","61156-00T","Sandlin Insurance Agency","Memphis, TN","Memphis","TN","{}","2009-08-28",2009,1,,,"Merger/Acquisition",,,,100,1,"{101394-19}","{""First Horizon Bank""}","{101394-19-None}","{NULL}","{}","{}"
"343494-73","127596-07T","Sandy Shores Medical","Largo, FL","Largo","FL","{}","2019-01-07",2019,1,,,"Merger/Acquisition",,,,100,1,"{41621-41}","{""Medical Imaging (PINX: MEDD)""}","{""41621-41-Mitchell Geisler""}","{""Mitchell Geisler""}","{}","{}"
"87948-46","57486-34T","SaneBull","New York, NY","NewYork","NY","{TMT}","2010-10-05",2010,1,,,"Merger/Acquisition",,,,100,1,"{42000-31}","{""Media Survivors""}","{42000-31-None}","{NULL}","{}","{}"
"437099-68","139851-28T","Sanfacon (U.S. Towelette Business)","VA","Unknown","VA","{}","2020-07-10",2020,1,,,"Merger/Acquisition",,,,100,1,"{129993-13}","{Kari-Out}","{""129993-13-Paul Epstein""}","{""Paul Epstein""}","{}","{}"
"152388-91","97665-13T","Sanofi Bio-Industries (juice processing business)","Wapato, WA","Wapato","WA","{}","1993-11-30",1993,1,,,"Merger/Acquisition",,3.3,3.3,100,1,"{41070-34}","{""Seneca Foods (NAS: SENEA)""}","{41070-34-None}","{NULL}","{}","{}"
"119200-96","52959-52T","Santa Cruz Bicycles","Santa Cruz, CA","SantaCruz","CA","{Industrials,Manufacturing,""Mobility Tech""}","2015-07-03",2015,2,,,"Merger/Acquisition",,,,100,1,"{58528-81}","{""Pon Holdings""}","{58528-81-None}","{NULL}","{}","{}"
"149707-36","88033-60T","Santa Fe Gathering","Oklahoma City, OK","OklahomaCity","OK","{""Oil & Gas""}","2006-12-29",2006,1,,,"Merger/Acquisition",,15,15,100,,"{}","{}","{}","{}","{}","{}"
"352357-03","151708-96T","Iscential","Houston, TX","Houston","TX","{}","2020-04-12",2020,1,,,"Debt - PPP",,,0.81,,,"{}","{}","{}","{}","{}","{}"
"264719-26","119210-14T","iScreen 2 Prevent","Pembroke Pines, FL","PembrokePines","FL","{""Artificial Intelligence & Machine Learning"",""Big Data""}","2016-09-06",2016,1,,,"Accelerator/Incubator",,,,,,"{188035-93}","{""StartUP FIU""}","{188035-93-None}","{NULL}","{}","{}"
"434954-80","136574-02T","iScribble","Charlotte, NC","Charlotte","NC","{}","2019-11-07",2019,2,,,"Grant",,,0.01,,,"{399214-90}","{Sightsource}","{399214-90-None}","{NULL}","{}","{}"
"434954-80","136608-22T","iScribble","Charlotte, NC","Charlotte","NC","{}","2019-11-07",2019,3,,,"Accelerator/Incubator",,,,,,"{435189-52}","{""Velocity Creative Accelerator""}","{435189-52-None}","{NULL}","{}","{}"
"434954-80","136608-31T","iScribble","Charlotte, NC","Charlotte","NC","{}","2020-04-23",2020,5,,,"Angel (individual)",,,,,,"{435189-61}","{""JiNan Glasgow George""}","{435189-61-None}","{NULL}","{}","{}"
"434954-80","160858-45T","iScribble","Charlotte, NC","Charlotte","NC","{}","2021-11-06",2021,7,,,"Product Crowdfunding",,,0.03,,,"{}","{}","{}","{}","{}","{}"
"434954-80","136570-33T","iScribble","Charlotte, NC","Charlotte","NC","{}","2020-03-04",2020,4,,,"Accelerator/Incubator",,,,,,"{225747-19}","{""Winston Starts""}","{225747-19-None}","{NULL}","{}","{}"
"121269-70","62636-41T","iScribes","Durham, NC","Durham","NC","{HealthTech,Mobile,TMT}","2014-03-24",2014,1,,,"Accelerator/Incubator",,,,,,"{11250-55}","{""NC Idea""}","{11250-55-None}","{NULL}","{}","{}"
"121269-70","77091-04T","iScribes","Durham, NC","Durham","NC","{HealthTech,Mobile,TMT}","2017-07-24",2017,4,"Series 3",,"Early Stage VC",4.89,6,1.11,,,"{106695-28,55822-96}","{""Tamiami Angel Funds"",""Triangle Angel Partners""}","{106695-28-None,55822-96-None}","{NULL,NULL}","{}","{}"
"121269-70","62634-61T","iScribes","Durham, NC","Durham","NC","{HealthTech,Mobile,TMT}","2015-10-07",2015,3,,,"Early Stage VC",,,0.5,,,"{}","{}","{}","{}","{}","{}"
"239914-54","148727-62T","Isgro Pasticceria","Philadelphia, PA","Philadelphia","PA","{}","2020-04-09",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"159294-88","108715-51T","iShipdit.com","Dyersburg, TN","Dyersburg","TN","{}","2017-05-01",2017,3,,,"Out of Business",,,,,,"{}","{}","{}","{}","{}","{}"
"234102-16","113435-11T","iSite Media (Media and Information Services)","Saint Louis, MO","SaintLouis","MO","{AdTech,""Marketing Tech""}","2018-10-18",2018,1,,,"Seed Round",5,6,1,,,"{54603-91}","{""Cultivation Capital""}","{54603-91-None}","{NULL}","{}","{}"
"245888-20","151118-38T","Islamic Community Center","Tempe, AZ","Tempe","AZ","{}","2020-06-10",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"224481-43","106002-37T","Island Ambulatory Surgery Center","New York, NY","NewYork","NY","{HealthTech}","2015-03-25",2015,2,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"224481-43","106003-63T","Island Ambulatory Surgery Center","New York, NY","NewYork","NY","{HealthTech}","2015-09-15",2015,3,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"224481-43","106003-99T","Island Ambulatory Surgery Center","New York, NY","NewYork","NY","{HealthTech}","2016-12-06",2016,4,,,"Debt - General",,,,,,"{}","{}","{}","{}","{}","{}"
"224481-43","154760-77T","Island Ambulatory Surgery Center","New York, NY","NewYork","NY","{HealthTech}","2020-05-03",2020,5,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"224481-43","177266-80T","Island Ambulatory Surgery Center","New York, NY","NewYork","NY","{HealthTech}","2021-04-01",2021,6,,,"Secondary Transaction - Private",,,,,,"{}","{}","{}","{}","{}","{}"
"97618-96","37747-18T","FlowVella","Seattle, WA","Seattle","WA","{Mobile,TMT}","2007-09-05",2007,2,"Series A1","1st Round","Early Stage VC",6.69,9.26,2.57,27.73,3,"{51501-79,11224-45,64717-84}","{""Grape Arbor VC"",""JK&B Capital"",""Space Pirates""}","{51501-79-None,11224-45-None,64717-84-None}","{NULL,NULL,NULL}","{13226-77F}","{""JK&B Capital V""}"
"435781-00","167129-74T","Agorus (Construction Technology)","San Diego, CA","SanDiego","CA","{""Augmented Reality"",Manufacturing,""Virtual Reality""}","2021-02-26",2021,3,"Series A","1st Round","Early Stage VC",16,22.12,6.12,27.68,2,"{168750-91,56307-97}","{""Blackhorn Ventures"",""Signia Venture Partners""}","{""168750-91-Melissa Cheong"",56307-97-None}","{""Melissa Cheong"",NULL}","{16189-03F}","{""Signia Venture Partners III""}"
"149131-00","62747-74T","Next Big Idea Club","New York, NY","NewYork","NY","{TMT}","2015-12-01",2015,1,,"1st Round","Seed Round",6.56,9.07,2.51,27.67,10,"{11280-34,233125-48,83135-44,11174-86,89676-37,11191-87,11191-96,10618-12,399251-17,10931-50}","{""Bertelsmann Digital Media Investments"",""Betaworks Ventures"",""Bloomberg Beta"",""Comcast Ventures"",FoundersGuild,Greycroft,""Greylock Partners"",""Inovia Capital"",""Tectonic Capital"",""The New York Times (NYS: NYT)""}","{11280-34-None,""233125-48-Danika Laszuk"",83135-44-None,""11174-86-Andrew Cleland"",89676-37-None,11191-87-None,11191-96-None,""10618-12-Geoffrey Judge"",399251-17-None,10931-50-None}","{NULL,""Danika Laszuk"",NULL,""Andrew Cleland"",NULL,NULL,NULL,""Geoffrey Judge"",NULL,NULL}","{16585-12F,15669-37F,13799-89F,14610-97F,13787-38F,13404-97F,15885-10F}","{""Betaworks Ventures 2.0"",""Bloomberg Beta II"",""Comcast Venture Fund"",""Greycroft Growth"",""Greylock XIV"",""iNovia Investment Fund III"",""Tectonic Capital""}"
"56207-17","24700-42T","Watchwith","San Francisco, CA","SanFrancisco","CA","{AdTech,TMT}","2010-12-01",2010,1,"Series A","1st Round","Early Stage VC",18.59,25.69,7.1,27.63,3,"{106391-08,51161-95,55871-47}","{""Barney Pell"",Gracenote,""Motorola Mobility Ventures""}","{""106391-08-Barney Pell"",51161-95-None,55871-47-None}","{""Barney Pell"",NULL,NULL}","{}","{}"
"93511-99","47303-38T","K-PAX Pharmaceuticals","Mill Valley, CA","MillValley","CA","{""Life Sciences""}","2011-03-16",2011,1,,,"Convertible Debt",,,0.3,,,"{}","{}","{}","{}","{}","{}"
"223188-31","142200-91T","K-Ter Imagineering","Kansas City, MO","KansasCity","MO","{}","2020-04-15",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"61120-18","32789-17T","Bjond","Boston, MA","Boston","MA","{TMT}","2014-04-04",2014,1,"Series A","1st Round","Early Stage VC",4.86,8.11,3.25,40.05,4,"{11320-03,52365-70,54331-57,51005-26}","{""Draper Triangle Ventures"",""Hopen Life Science Ventures"",""StartUp Health"",""TriStar Health Partners""}","{""11320-03-Will Indest"",""52365-70-Mark Olesnavage"",54331-57-None,51005-26-None}","{""Will Indest"",""Mark Olesnavage"",NULL,NULL}","{13528-99F,13338-55F,13566-07F,13396-60F}","{""Draper Triangle Ventures III"",""Hopen Life Science Ventures Fund II"",""Show-Me Venture Fund V"",""TriStar Technology Fund II""}"
"232488-19","122579-74T","Landis","New York, NY","NewYork","NY","{""Artificial Intelligence & Machine Learning"",""Big Data"",""Real Estate Technology""}","2019-08-01",2019,1,"Series A","1st Round","Early Stage VC",28,43,15,40.05,18,"{125896-78,106307-47,119728-18,226347-85,54812-17,153990-01,233679-07,51022-00,453488-05,233680-06,432736-75,266951-80,112982-32,267279-76,53452-18,51500-08,56307-97,121787-56}","{""Alexandre Carel"",""Daniel Debow"",""Eric Setton"",""French Partners"",""Graph Ventures"",""Hone Capital"",""Joel Peterson"",""Kima Ventures"",""Matthew Grodin"",""Navjot Athwal"",""Nicolas Macquin"",""Permian Bank Capital"",""Peter Livingston"",""Radical Ventures"",""Red Swan Ventures"",""Second Century Ventures"",""Signia Venture Partners"",""Sunny Dhillon""}","{""125896-78-Alexandre Carel"",""106307-47-Daniel Debow"",""119728-18-Eric Setton"",226347-85-None,54812-17-None,153990-01-None,""233679-07-Joel Peterson"",51022-00-None,""453488-05-Matthew Grodin"",""233680-06-Navjot Athwal"",""432736-75-Nicolas Macquin"",""266951-80-Michael Cappuccitti"",""112982-32-Peter Livingston"",267279-76-None,53452-18-None,51500-08-None,56307-97-None,""121787-56-Sunny Dhillon""}","{""Alexandre Carel"",""Daniel Debow"",""Eric Setton"",NULL,NULL,NULL,""Joel Peterson"",NULL,""Matthew Grodin"",""Navjot Athwal"",""Nicolas Macquin"",""Michael Cappuccitti"",""Peter Livingston"",NULL,NULL,NULL,NULL,""Sunny Dhillon""}","{18086-05F,16219-45F,16610-32F,14933-17F,14873-23F}","{""Graph Ventures 6"",""Hone Venture Fund II"",""Radical Fund I"",""Second Century Ventures II"",""Signia Venture Partners II""}"
"99724-78","89485-39T","Syntimmune","Boston, MA","Boston","MA","{""Life Sciences""}","2017-06-21",2017,3,"Series B","3rd Round","Early Stage VC",75,125,50,40.01,2,"{11111-05,118715-50}","{""ATP (Apple Tree Partners)"",""Mass General Brigham Innovation""}","{""11111-05-Samuel Hall"",118715-50-None}","{""Samuel Hall"",NULL}","{14784-49F}","{""ATP Life Science Ventures""}"
"431673-49","131808-61T","Cadence Health","Atlanta, GA","Atlanta","GA","{HealthTech}","2018-04-27",2018,1,"Series A","1st Round","Later Stage VC",12.6,21,8.4,40,1,"{57625-84}","{ImpactAssets}","{57625-84-None}","{NULL}","{14087-26F}","{""ImpactAssets Emerging Markets Climate""}"
"43122-52","113786-29T","Cadent Therapeutics","Cambridge, MA","Cambridge","MA","{""Life Sciences""}","2020-04-29",2020,5,"Series B","4th Round","Later Stage VC",60,100,40,40,6,"{42500-62,11132-20,53509-60,121874-50,42001-39,11278-54}","{""Access Industries"",""Atlas Venture"",""Clal Biotechnology Industries (TAE: CBI)"",""Cowen Healthcare Investments"",""Novartis (SWX: NOVN)"",""Qiming Venture Partners""}","{42500-62-None,""11132-20-Peter Barrett"",53509-60-None,""121874-50-Timothy Anderson"",42001-39-None,""11278-54-Mark Mcdade""}","{NULL,""Peter Barrett"",NULL,""Timothy Anderson"",NULL,""Mark Mcdade""}","{16014-34F,18371-89F,17006-50F,14863-06F}","{""Atlas Venture Fund XI"",""Cowen Healthcare Investments II"",""Qiming Venture Partners RMB Fund IV"",""Qualcomm Novartis Digital Health Fund""}"
"160439-05","74944-27T","CPV Keenan II","Woodward, OK","Woodward","OK","{CleanTech,Infrastructure,""LOHAS & Wellness""}","2010-10-21",2010,2,,,"Secondary Transaction - Private",,,,40,1,"{52568-92}","{""Itochu (TKS: 8001)""}","{52568-92-None}","{NULL}","{}","{}"
"53527-87","71147-08T","Cloudability","Portland, OR","Portland","OR","{""Artificial Intelligence & Machine Learning"",""Big Data"",""CloudTech & DevOps"",FinTech,TMT}","2016-06-06",2016,3,"Series B","3rd Round","Early Stage VC",36,60,24,40,4,"{11189-44,42240-79,10660-69,53325-55}","{""First Round Capital"",""Foundry Group"",""Peninsula Ventures"",""Portland Seed Fund""}","{11189-44-None,""42240-79-Jason Mendelson"",10660-69-None,""53325-55-Angela Jackson""}","{NULL,""Jason Mendelson"",NULL,""Angela Jackson""}","{14627-35F,13708-27F,13418-83F}","{""First Round Capital V"",""Foundry Group Select Fund"",""Portland Seed Fund""}"
"351523-99","145310-41T","Gesinee's Bridal","Concord, CA","Concord","CA","{}","2020-05-03",2020,1,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
"234398-17","113574-70T","Gestalt Diagnostics","Spokane, WA","Spokane","WA","{HealthTech}",,,3,,"2nd Round","Early Stage VC",,,,,3,"{155926-54,227175-40,42788-17}","{""Cowles Company"",""Inland Imaging"",""Kickstart Seed Fund""}","{""155926-54-Steve Rector"",""227175-40-John Bell"",""42788-17-Thomas Simpson""}","{""Steve Rector"",""John Bell"",""Thomas Simpson""}","{}","{}"
"234398-17","115630-30T","Gestalt Diagnostics","Spokane, WA","Spokane","WA","{HealthTech}","2019-01-17",2019,4,,"3rd Round","Seed Round",,,,,,"{}","{}","{}","{}","{}","{}"
"234398-17","154830-43T","Gestalt Diagnostics","Spokane, WA","Spokane","WA","{HealthTech}","2020-04-11",2020,5,,,"Debt - PPP",,,,,,"{}","{}","{}","{}","{}","{}"
